,as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator,overall_approval_rate
875,2017,0002888798,Federal Reserve System,FRS,2,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,167.0,Not applicable,3,Loan originated,1,Lincoln - NE,30700.0,Nebraska,NE,31.0,Lancaster County,109.0,25.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,74.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5669.0,9.210000038146973,72000.0,99.43000030517578,1912.0,2276.0,,0.7940541042938857
876,2017,0000075633,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,27.0,Not applicable,3,Application denied by financial institution,3,"Chicago, Naperville, Arlington Heights - IL",16974.0,Illinois,IL,17.0,Cook County,31.0,314.0,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,106.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3.0,,,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,,,,5114.0,31.57999992370605,77500.0,151.24000549316406,1761.0,297.0,,0.7940541042938857
877,2017,0000852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,226.0,Not applicable,3,Loan originated,1,"Denver, Aurora, Lakewood - CO",19740.0,Colorado,CO,8.0,Denver County,31.0,154.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,50.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4218.0,33.2400016784668,83900.0,101.95999908447266,1166.0,1514.0,,0.7940541042938857
878,2017,36-4115595,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,582.0,Preapproval was not requested,2,Loan originated,1,"Chicago, Naperville, Arlington Heights - IL",16974.0,Illinois,IL,17.0,Cook County,31.0,8059.01,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,149.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4133.0,19.309999465942383,77500.0,121.76000213623048,1300.0,922.0,,0.7940541042938857
879,2017,20-3702275,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,350.0,Not applicable,3,Loan originated,1,"Orlando, Kissimmee, Sanford - FL",36740.0,Florida,FL,12.0,Osceola County,97.0,408.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,81.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7215.0,49.119998931884766,58400.0,90.41999816894533,876.0,5354.0,,0.7940541042938857
880,2017,26-4599244,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,368.0,Not applicable,3,Application denied by financial institution,3,"Oakland, Hayward, Berkeley - CA",36084.0,California,CA,6.0,Alameda County,1.0,4096.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,94.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5190.0,97.08999633789062,97400.0,37.650001525878906,501.0,1482.0,,0.7940541042938857
881,2017,26-4599244,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,290.0,Not applicable,3,Application approved but not accepted,2,Colorado Springs - CO,17820.0,Colorado,CO,8.0,El Paso County,41.0,45.1,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,93.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7969.0,36.59999847412109,73500.0,99.5500030517578,1729.0,2745.0,,0.7940541042938857
882,2017,0000012311,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,184.0,Not applicable,3,Application denied by financial institution,3,"Orlando, Kissimmee, Sanford - FL",36740.0,Florida,FL,12.0,Osceola County,97.0,429.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,98.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit application incomplete,7.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,17107.0,70.05000305175781,58400.0,73.94000244140625,2546.0,4722.0,,0.7940541042938857
883,2017,95-4866828,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,260.0,Not applicable,3,Loan originated,1,,,Utah,UT,49.0,Iron County,21.0,1102.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,49.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7989.0,12.829999923706056,67700.0,82.04000091552734,1768.0,2285.0,,0.7940541042938857
884,2017,0000451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,95.0,Not applicable,3,Application denied by financial institution,3,Green Bay - WI,24580.0,Wisconsin,WI,55.0,Brown County,9.0,14.0,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,32.0,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3826.0,32.720001220703125,68800.0,73.37000274658203,1091.0,1599.0,,0.7940541042938857
885,2017,0000068429,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,86.0,Not applicable,3,Application approved but not accepted,2,"Vallejo, Fairfield - CA",46700.0,California,CA,6.0,Solano County,95.0,2521.04,Not Hispanic or Latino,2,Not Hispanic or Latino,2,American Indian or Alaska Native,1,,,,,,,,,Native Hawaiian or Other Pacific Islander,4,,,,,,,,,Male,1,Female,2,90.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5833.0,49.68000030517578,80400.0,178.16000366210938,1575.0,1683.0,,0.7940541042938857
886,2017,80-0233937,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,380.0,Not applicable,3,Loan originated,1,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,Sacramento County,67.0,58.01,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",3,Native Hawaiian or Other Pacific Islander,4,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Female,2,Female,2,136.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5356.0,23.100000381469727,75200.0,126.69000244140624,1711.0,2102.0,,0.7940541042938857
887,2017,0000013264,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,129.0,Not applicable,3,Loan originated,1,,,Wisconsin,WI,55.0,Shawano County,115.0,1002.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,68.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,1810.0,4.199999809265137,62600.0,75.80000305175781,784.0,1687.0,,0.7940541042938857
888,2017,43-1918759,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,129.0,Preapproval was not requested,2,Application denied by financial institution,3,"St. Louis - MO, IL",41180.0,Missouri,MO,29.0,St. Louis County,189.0,2109.23,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,40.0,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5494.0,45.77999877929688,74300.0,103.98999786376952,1528.0,2052.0,,0.7940541042938857
889,2017,0000068671,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,172.0,Not applicable,3,Loan originated,1,Colorado Springs - CO,17820.0,Colorado,CO,8.0,El Paso County,41.0,5.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,51.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2299.0,18.049999237060547,73500.0,74.05000305175781,628.0,1047.0,,0.7940541042938857
890,2017,0000413208,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,540.0,Not applicable,3,File closed for incompleteness,5,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,Richmond County,85.0,291.04,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,161.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7273.0,36.34000015258789,73700.0,131.25999450683594,1946.0,2391.0,,0.7940541042938857
891,2017,43-1965151,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,461.0,Preapproval was not requested,2,Application withdrawn by applicant,4,"Bridgeport, Stamford, Norwalk - CT",14860.0,Connecticut,CT,9.0,Fairfield County,1.0,431.0,Hispanic or Latino,1,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,77.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4922.0,26.46999931335449,108300.0,120.02999877929688,1454.0,1380.0,,0.7940541042938857
892,2017,0000062031,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Not owner-occupied as a principal dwelling,2,2.0,Not applicable,3,Loan originated,1,"Kansas City - MO, KS",28140.0,Kansas,KS,20.0,Wyandotte County,209.0,435.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,18.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not secured by a lien,3,,,,1753.0,29.209999084472656,74600.0,79.22000122070312,479.0,671.0,,0.7940541042938857
893,2017,0000057614,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,87.0,Not applicable,3,Application denied by financial institution,3,"Orlando, Kissimmee, Sanford - FL",36740.0,Florida,FL,12.0,Orange County,95.0,123.03,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,90.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7596.0,87.51000213623047,58400.0,102.41999816894533,1893.0,2369.0,,0.7940541042938857
894,2017,75-2921540,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,141.0,Not applicable,3,File closed for incompleteness,5,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,Sacramento County,67.0,60.04,Not Hispanic or Latino,2,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,165.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2451.0,22.479999542236328,75200.0,110.1500015258789,717.0,979.0,,0.7940541042938857
895,2017,0000024080,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,242.0,Not applicable,3,Loan originated,1,Ames - IA,11180.0,Iowa,IA,19.0,Story County,169.0,101.0,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",3,White,5,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,91.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7217.0,4.269999980926514,80000.0,104.5500030517578,2169.0,2670.0,,0.7940541042938857
896,2017,0000177957,Federal Reserve System,FRS,2,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,250.0,Not applicable,3,Application denied by financial institution,3,Richmond - VA,40060.0,Virginia,VA,51.0,Chesterfield County,41.0,1005.06,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7026.0,47.61000061035156,78700.0,107.30999755859376,1556.0,2047.0,,0.7940541042938857
